"","word","freq"
"29999","history",158
"66237","turned",158
"70954","worked",158
"8776","break",157
"13217","college",157
"15265","crazy",157
"28627","happen",157
"48073","pick",157
"20147","eat",156
"45245","ones",156
"63072","tax",156
"67185","University",156
"70120","Who",156
"23709","finally",155
"28962","havent",155
"36767","level",155
"47511","per",155
"46706","Park",154
"59016","social",154
"71195","write",154
"17937","didn‚t",153
"22899","fans",153
"23694","final",153
"26041","gave",153
"35342","known",153
"62388","sweet",153
"9475","building",152
"11230","Center",152
"64831","Today",152
"66435","Twitter",152
"67717","usually",152
"6613","began",151
"27008","gone",151
"27989","guess",151
"44819","Of",151
"52295","red",151
"64109","third",151
"23543","field",150
"29888","himself",150
"31932","include",150
"37697","longer",150
"39038","March",150
"44892","officials",150
"45281","online",150
"49800","president",150
"58203","six",150
"59811","spend",150
"7356","birthday",149
"23660","film",149
"41977","mother",149
"68947","walk",149
"69522","Wednesday",149
"71991","yourself",149
"6569","beer",148
"29665","Hey",148
"37065","likely",148
"44982","oil",148
"61062","store",148
"12586","clear",147
"38631","major",147
"43045","nearly",147
"50127","process",147
"57650","shows",147
"58172","site",147
"70262","wife",147
"4","¬",146
"22281","expected",146
"66327","tweet",146
"32474","inside",145
"33258","issue",145
"46570","paper",145
"10233","campaign",144
"56391","seem",144
"1397","age",143
"10391","Cant",143
"22550","eyes",143
"29394","hell",143
"51170","questions",143
"71684","yeah",143
"6508","bed",142
"2649","among",141
"26824","Go",141
"48518","plans",141
"56378","seeing",141
"56671","sense",141
"63191","teams",141
"6102","based",140
"23773","finished",140
"46341","page",140
"48119","picture",140
"52116","recently",139
"57865","sign",139
"68901","waiting",139
"70341","Will",139
"6468","became",138
"16979","definitely",138
"21653","especially",138
"23858","First",138
"48590","player",138
"55182","sales",138
"68665","voice",138
"14372","control",137
"19731","due",137
"23804","fire",137
"26616","giving",137
"31070","husband",137
"39949","media",137
"14848","couldnt",136
"17929","Did",136
"19503","drive",136
"33989","jobs",136
"54115","road",136
"15297","create",135
"25562","funny",135
"48653","Please",135
"50527","provide",135
"52114","recent",135
"59257","sometimes",135
"61376","strong",135
"67568","ur",135
"3750","Are",134
"7943","board",134
"17521","design",134
"21872","Even",134
"37914","Louis",134
"47694","personal",134
"70998","works",134
"2340","Also",133
"14990","court",133
"22862","fan",133
"30756","However",133
"33266","issues",133
"36739","Lets",133
"39835","Me",133
"41530","mom",133
"59283","son",133
"63970","These",133
"64014","theyre",133
"71015","World",133
"7240","billion",132
"8547","boy",132
"13562","companies",132
"14305","continue",132
"23237","federal",132
"16433","daughter",131
"56642","send",131
"4018","art",130
"11371","challenge",130
"19066","door",130
"37625","Lol",130
"44962","Ohio",130
"49801","President",130
"51321","race",130
"59420","sorry",130
"66293","TV",130
"69497","website",130
"69891","whats",130
"70177","whose",130
"71713","yearold",130
"36059","Last",129
"37952","loved",129
"40402","met",129
"65849","trip",129
"69636","welcome",129
"1733","air",128
"15035","cover",128
"21891","events",128
"29664","hey",128
"39153","market",128
"60420","stand",128
"15875","current",127
"18133","dinner",127
"18196","director",127
"31319","ideas",127
"42871","National",127
"69793","West",127
"71791","yesterday",127
"12642","Cleveland",126
"18854","dog",126
"16412","date",125
"26831","goal",125
"63861","themselves",125
"9208","brought",124
"11229","center",124
"44072","North",124
"44854","offer",124
"48921","political",124
"49913","price",124
"10278","Can",123
"10599","career",123
"23590","fight",123
"24699","form",123
"29636","Hes",123
"33822","Jersey",123
"41819","More",123
"45521","Or",123
"46356","paid",123
"56694","sent",123
"69189","Washington",123
"10546","card",122
"22041","exactly",122
"23742","fine",122
"27573","green",122
"32723","interesting",122
"52104","received",122
"54340","role",122
"60101","spring",122
"69039","wanna",122
"69361","ways",122
"9903","By",121
"13347","Come",121
"16447","David",121
"48136","piece",121
"49186","position",121
"66601","U",121
"11849","Chicago",120
"14778","cost",120
"21130","energy",120
"29432","helped",120
"55837","School",120
"60324","staff",120
"60581","states",120
"3792","arent",119
"5716","ball",119
"9398","budget",119
"19309","Dr",119
"22065","example",119
"40792","miles",119
"57983","simple",119
"70795","wonder",119
"7165","Big",118
"20037","earlier",118
"21327","entire",118
"24668","forget",118
"26339","Get",118
"26631","glad",118
"45448","opportunity",118
"59483","sounds",118
"71573","ya",118
"71909","YOU",118
"16791","decision",117
"24381","focus",117
"25280","From",117
"30850","huge",117
"42107","moved",117
"59519","South",117
"69956","Where",117
"71101","wouldnt",117
"4749","attention",116
"7223","bill",116
"11514","character",116
"23057","father",116
"33555","James",116
"53534","return",116
"65446","training",116
"69449","weather",116
"71980","Youre",116
"2190","allowed",115
"8583","boys",115
"28556","hands",115
"44995","ok",115
"54572","round",115
"59470","sound",115
"10372","cannot",114
"13895","conference",114
"17956","died",114
"18006","difficult",114
"30897","human",114
"33366","itself",114
"46876","pass",114
"55022","sad",114
"61253","Street",114
"1341","afternoon",113
"29539","Here",113
"35345","knows",113
"51197","quickly",113
"63586","test",113
"71236","wrote",113
"9799","busy",112
"19481","drink",112
"23293","feet",112
"33004","involved",112
"37863","loss",112
"51575","ran",112
"57999","simply",112
"70454","wine",112
"281","above",111
"498","account",111
"3061","Another",111
"20255","economy",111
"37054","Like",111
"67501","upon",111
"70515","winning",111
"686","action",110
"2564","America",110
"2668","amount",110
"5904","bar",110
"29378","held",110
"39609","Maybe",110
"40566","Michael",110
"47464","People",110
"55854","schools",110
"60278","st",110
"34333","June",109
"37301","listen",109
"59815","spending",109
"63630","text",109
"63951","Theres",109
"70069","White",109
"2261","alone",108
"6417","beat",108
"6961","Best",108
"30755","however",108
"32142","industry",108
"36451","led",108
"38114","luck",108
"40755","Mike",108
"42130","moving",108
"48007","photos",108
"64594","Time",108
"678","act",107
"1658","‚I",107
"7847","blue",107
"13652","complete",107
"34307","July",107
"37997","low",107
"59692","speak",107
"67165","United",107
"71946","youll",107
"1582","ahead",106
"12238","church",106
"16611","dead",106
"26449","gift",106
"26614","gives",106
"29228","heat",106
"32826","interview",106
"35882","land",106
"41158","missed",106
"50107","problems",106
"51721","rate",106
"56783","serious",106
"11457","changes",105
"12072","choice",105
"16074","",105
"17625","details",105
"20491","eight",105
"23610","figure",105
"25141","fresh",105
"34875","key",105
"37848","lose",105
"53167","Republican",105
"60888","Still",105
"61143","straight",105
"2377","although",104
"10158","calls",104
"11446","changed",104
"16402","data",104
"20243","economic",104
"21875","evening",104
"22471","extra",104
"32717","interest",104
"34966","kid",104
"37627","LOL",104
"38179","lunch",104
"45667","original",104
"47071","Paul",104
"53899","rights",104
"60336","stage",104
"61079","stories",104
"61700","success",104
"66353","tweets",104
"68370","view",104
"6334","Be",103
"21208","enjoyed",103
"24450","followers",103
"36724","Let",103
"39215","marriage",103
"40152","member",103
"44885","official",103
"48127","pictures",103
"49765","present",103
"53113","reported",103
"4254","asking",102
"14942","county",102
"20364","education",102
"24445","followed",102
"37210","link",102
"37759","Looking",102
"47980","photo",102
"49135","Portland",102
"54227","rock",102
"58976","SO",102
"6474","Because",101
"13050","coffee",101
"13124","cold",101
"60566","statement",101
"10111","California",100
"11283","certain",100
"14796","costs",100
"31975","increase",100
"33853","Jesus",100
"40246","mention",100
"42644","n",100
"50505","proud",100
"55746","scene",100
"58189","sitting",100
"61460","study",100
"62624","table",100
"65229","tough",100
"2727","An",99
"9195","brother",99
"15956","cute",99
"19408","dream",99
"22527","eye",99
"24541","football",99
"27835","groups",99
"38588","main",99
"41044","minute",99
"45366","opened",99
"45377","opening",99
"47578","performance",99
"49458","practice",99
"50047","private",99
"57782","sick",99
"64707","tired",99
"23770","finish",98
"24235","floor",98
"25600","further",98
"29735","High",98
"36386","learned",98
"40644","middle",98
"51865","reach",98
"56898","seven",98
"57317","shes",98
"65241","tour",98
"65293","town",98
"5073","average",97
"6622","begin",97
"13660","completely",97
"29512","Her",97
"46362","pain",97
"49072","popular",97
"50288","projects",97
"51073","quality",97
"52617","regular",97
"56365","See",97
"65187","total",97
"69104","warm",97
"18847","doesn‚t",96
"22600","Facebook",96
"23015","fast",96
"24584","force",96
"31934","included",96
"36738","lets",96
"37309","listening",96
"37884","lots",96
"39970","medical",96
"41165","missing",96
"52761","relationship",96
"53235","research",96
"58164","sit",96
"59426","sort",96
"63741","that‚s",96
"69440","wearing",96
"3079","answer",95
"14115","consider",95
"40376","message",95
"54841","runs",95
"56821","served",95
"56840","services",95
"64354","throughout",95
"69424","wear",95
"69881","whatever",95
"72025","youve",95
"6781","below",94
"9465","build",94
"23184","fear",94
"36425","leaving",94
"42723","named",94
"45596","Oregon",94
"52793","release",94
"63368","telling",94
"15299","created",93
"17718","development",93
"23286","feels",93
"23314","fell",93
"27801","ground",93
"42870","national",93
"55057","safe",93
"55568","save",93
"56394","seemed",93
"56571","sell",93
"61535","style",93
"66471","Two",93
"69892","Whats",93
"2185","allow",92
"3005","announced",92
"5803","band",92
"7060","beyond",92
"11525","characters",92
"32720","interested",92
"45285","Only",92
"49327","potential",92
"53814","ride",92
"59125","sold",92
"59302","songs",92
"60760","step",92
"61252","street",92
"66557","type",92
"70505","winner",92
"4045","article",91
"7181","biggest",91
"11726","cheese",91
"12146","Chris",91
"12562","clean",91
"16336","dark",91
"20117","East",91
"21734","etc",91
"22274","expect",91
"24257","Florida",91
"28640","happens",91
"34820","kept",91
"45311","onto",91
"46884","passed",91
"50386","property",91
"50967","putting",91
"53395","restaurant",91
"57963","similar",91
"58145","sister",91
"64736","title",91
"65195","totally",91
"66035","truth",91
"12100","choose",90
"15942","customers",90
"20953","employees",90
"25801","Game",90
"29161","healthy",90
"29746","higher",90
"40923","mine",90
"48736","plus",90
"57638","showing",90
"61434","student",90
"61957","super",90
"5379","B",89
"8332","born",89
"8530","box",89
"10294","can‚t",89
"13440","comment",89
"27853","growing",89
"34048","join",89
"38985","Many",89
"44857","offered",89
"10938","catch",88
"15560","crowd",88
"17339","Department",88
"26183","general",88
"37845","Los",88
"51384","radio",88
"56853","session",88
"57624","showed",88
"60055","spot",88
"71219","written",88
"71685","Yeah",88
"1518","agree",87
"3231","anymore",87
"8443","bought",87
"35022","killed",87
"38799","manager",87
"39884","meant",87
"42124","movies",87
"47603","period",87
"52796","released",87
"54116","Road",87
"65683","tree",87
"6631","beginning",86
"11285","certainly",86
"16243","dance",86
"29177","hearing",86
"58024","Since",86
"68203","version",86
"71919","you‚re",86
"275","About",85
"11864","chicken",85
"13740","computer",85
"19276","downtown",85
"20433","effort",85
"22712","fair",85
"23722","financial",85
"31507","ill",85
"34042","Johnson",85
"37944","LOVE",85
"41960","Most",85
"45002","okay",85
"49902","previous",85
"51187","quick",85
"54779","rules",85
"59258","Sometimes",85
"60529","starts",85
"61706","successful",85
"68261","via",85
"68749","voters",85
"71112","Wow",85
"11007","caught",84
"29076","headed",84
"31936","includes",84
"36512","legal",84
"48457","places",84
"52102","receive",84
"61044","stopped",84
"62167","surprise",84
"64803","TO",84
"65274","toward",84
"67879","value",84
"67967","various",84
"71485","x",84
"3219","Any",83
"4570","‚The",83
"6094","base",83
"24538","foot",83
"31054","hurt",83
"34241","judge",83
"37059","liked",83
"53288","residents",83
"57472","shooting",83
"61782","sugar",83
"61889","sun",83
"65617","travel",83
"2804","AND",82
"9080","bro",82
"9734","bus",82
"12826","club",82
"13271","color",82
"14266","content",82
"21071","ended",82
"27845","grow",82
"30182","holiday",82
"31250","ice",82
"34725","keeping",82
"35016","kill",82
"46802","particular",82
"48892","Police",82
"51460","rain",82
"51493","raise",82
"51495","raised",82
"53449","results",82
"53621","review",82
"58194","situation",82
"71058","worse",82
"13450","comments",81
"16944","defense",81
"28411","Hall",81
"36329","leaders",81
"57493","shopping",81
"65348","track",81
"10056","cake",80
"12062","chocolate",80
"20162","eating",80
"24425","folks",80
"24437","Follow",80
"30588","hospital",80
"32612","insurance",80
"36421","leaves",80
"37972","lovely",80
"45172","Once",80
"56654","senior",80
"58230","size",80
"64480","tickets",80
"70958","workers",80
"444","access",79
"5592","bag",79
"10151","calling",79
"12764","closed",79
"16095","dad",79
"19522","driving",79
"34716","Keep",79
"35701","lack",79
"37190","lines",79
"41962","mostly",79
"54167","Robert",79
"58599","slow",79
"63008","taste",79
"64938","Tom",79
"68960","walking",79
"1723","aint",78
"13500","common",78
"13993","Congrats",78
"16886","deep",78
"17948","die",78
"18620","district",78
"19141","double",78
"20591","election",78
"39221","married",78
"39836","ME",78
"42732","names",78
"46202","owner",78
"46250","P",78
"46705","park",78
"48512","planning",78
"49193","positive",78
"51867","reached",78
"52874","remain",78
"60582","States",78
"65435","train",78
"3763","areas",77
"9483","built",77
"11667","Check",77
"14228","contact",77
"16602","de",77
"20406","effect",77
"21931","Every",77
"31195","I‚d",77
"31587","image",77
"33333","items",77
"33614","January",77
"35159","kitchen",77
"42918","natural",77
"43449","NFL",77
"56789","seriously",77
"69619","weird",77
"2877","Angeles",76
"8428","bottom",76
"8684","brand",76
"15334","credit",76
"19316","draft",76
"28279","Haha",76
"31641","immediately",76
"32563","Instead",76
"35654","LA",76
"36108","latest",76
"36946","Life",76
"47001","patients",76
"49246","posted",76
"49836","pressure",76
"50182","products",76
"53444","result",76
"54404","Romney",76
"56634","Senate",76
"57447","shoes",76
"57479","shop",76
"61516","stupid",76
"66004","truly",76
"66022","trust",76
"2378","Although",75
"3025","annual",75
"6838","benefits",75
"7713","block",75
"7771","blood",75
"9828","butter",75
"17987","difference",75
"18878","dogs",75
"20007","E",75
"23932","fit",75
"27179","Got",75
"29444","helping",75
"30472","hoping",75
"36393","learning",75
"38783","Man",75
"43331","Never",75
"49038","poor",75
"50171","product",75
"51095","quarter",75
"51959","realize",75
"52296","Red",75
"54349","roll",75
"55533","sauce",75
"60033","sports",75
"62169","surprised",75
"64207","Those",75
"1931","album",74
"18845","Does",74
"22827","families",74
"24655","forever",74
"26838","goals",74
"30249","Home",74
"35796","Lake",74
"41259","mix",74
"45042","older",74
"50766","pulled",74
"53173","Republicans",74
"55958","scored",74
"57878","signed",74
"64357","throw",74
"68222","Very",74
"6834","benefit",73
"13218","College",73
"19544","drop",73
"21936","everybody",73
"25116","French",73
"26054","gay",73
"26667","glass",73
"34864","Kevin",73
"36143","laugh",73
"43492","Nice",73
"52881","remains",73
"56209","search",73
"56353","security",73
"58728","smile",73
"59983","spokesman",73
"226","ability",72
"4828","audience",72
"11539","charge",72
"15279","cream",72
"16219","damn",72
"19167","doubt",72
"25909","garden",72
"27201","gotta",72
"28590","hanging",72
"36336","leading",72
"44174","notice",72
"46832","parts",72
"47596","perhaps",72
"48138","pieces",72
"48506","planned",72
"48627","plays",72
"48678","plenty",72
"49821","press",72
"53200","required",72
"55982","Scott",72
"56819","serve",72
"57054","shall",72
"63625","Texas",72
"65944","trouble",72
"66380","twice",72
"69065","war",72
"69837","weve",72
"7224","Bill",71
"14124","considered",71
"16778","decide",71
"30162","holding",71
"38013","lower",71
"38126","lucky",71
"39142","Mark",71
"48753","PM",71
"53341","respect",71
"55175","sale",71
"58928","snow",71
"64177","Thomas",71
"329","absolutely",70
"3260","anyway",70
"9218","Brown",70
"15409","crime",70
"16139","daily",70
"17338","department",70
"19421","dreams",70
"23223","February",70
"23644","filled",70
"23902","fish",70
"30301","homes",70
"33923","Jim",70
"34097","Jones",70
"37823","Lord",70
"43011","nd",70
"44391","numbers",70
"46803","particularly",70
"49715","prepared",70
"51297","r",70
"51971","Really",70
"57557","shots",70
"60821","Steve",70
"64232","thoughts",70
"849","address",69
"1117","advice",69
"3872","Arizona",69
"7466","Black",69
"8652","brain",69
"8787","breakfast",69
"9130","broke",69
"15304","creating",69
"21454","episode",69
"26282","George",69
"28857","hasnt",69
"37384","lived",69
"44238","novel",69
"44257","November",69
"44861","offers",69
"44880","officers",69
"48523","plant",69
"48903","policy",69
"50528","provided",69
"51954","reality",69
"62089","supposed",69
"64571","till",69
"65376","trade",69
"69599","weight",69
"70353","Williams",69
"6096","baseball",68
"6988","bet",68
"9761","businesses",68
"9946","C",68
"10750","cars",68
"11149","celebrate",68
"11889","chief",68
"14462","cook",68
"14991","Court",68
"18919","dollars",68
"19379","draw",68
"19489","drinking",68
"22854","famous",68
"27096","Google",68
"36772","levels",68
"37750","Look",68
"48078","picked",68
"54016","risk",68
"54933","Ryan",68
"55481","sat",68
"57130","sharing",68
"58324","skills",68
"59421","Sorry",68
"63517","terms",68
"65213","touch",68
"70533","winter",68
"71695","Year",68
"4916","Austin",67
"8489","bout",67
"11542","charged",67
"12601","clearly",67
"13621","competition",67
"14328","contract",67
"19558","dropped",67
"21106","ends",67
"22173","executive",67
"24865","fourth",67
"25482","fully",67
"32100","individual",67
"32954","investigation",67
"36325","leader",67
"37860","losing",67
"43658","nine",67
"44048","normal",67
"58750","Smith",67
